"Patent";"ApplicantCountry";"Abstract";"CPCs";"Granted";"NInventors";"TTR";"HerdanC";"GuiraudR";"UberIndex"
"US 2007231259 A1 20071004";"DE";"Isolated nucleic acid molecules, designated SMP nucleic acid molecules, which encode novel SMP proteins from Corynebacterium glutamicum are described. The invention also provides antisense nucleic acid molecules, recombinant expression vectors containing SMP nucleic acid molecules, and host cells into which the expression vectors have been introduced. The invention still further provides isolated SMP proteins, mutated SMP proteins, fusion proteins, antigenic peptides and methods for the improvement of production of a desired compound from C. glutamicum based on genetic engineering of SMP genes in this organism.";"C12N 9/18 (2013.01)
C07K 14/34 (2013.01)
C12N 9/00 (2013.01)
C12N 9/90 (2013.01)
C12P 7/18 (2013.01)
C12P 7/40 (2013.01)
C12P 7/6409 (2013.01)
C12P 7/6427 (2013.01)
C12P 7/6463 (2013.01)
C12P 7/6472 (2013.01)
C12P 13/04 (2013.01)
C12P 13/06 (2013.01)
C12P 13/08 (2013.01)
C12P 13/10 (2013.01)
C12P 13/12 (2013.01)
C12P 13/14 (2013.01)
C12P 13/20 (2013.01)
C12P 13/222 (2013.01)
C12P 13/225 (2013.01)
C12P 13/227 (2013.01)
C12P 13/24 (2013.01)
C12P 19/00 (2013.01)
C12P 19/34 (2013.01)
C12Y 301/01031 (2013.01)";0;5;0,629032258064516;0,887676848954755;4,95300495300743;15,957455545173
"US 2007161091 A1 20070712";"DE";"Isolated nucleic acid molecules, designated SES nucleic acid molecules, which encode novel SES proteins from Corynebacterium glutamicum are described. The invention also provides antisense nucleic acid molecules, recombinant expression vectors containing SES nucleic acid molecules, and host cells into which the expression vectors have been introduced. The invention still further provides isolated SES proteins, mutated SES proteins, fusion proteins, antigenic peptides and methods for the improvement of production of a desired compound from C. glutamicum based on genetic engineering of SES genes in this organism.";"C07K 14/34 (2013.01)
C12N 9/0069 (2013.01)
C12P 13/04 (2013.01)";0;5;0,629032258064516;0,887676848954755;4,95300495300743;15,957455545173
"US 2007111232 A1 20070517";"DE";"Isolated nucleic acid molecules, designated HA nucleic acid molecules, which encode novel HA proteins from Corynebacterium glutamicum are described. The invention also provides antisense nucleic acid molecules, recombinant expression vectors containing HA nucleic acid molecules, and host cells into which the expression vectors have been introduced. The invention still further provides isolated HA proteins, mutated HA proteins, fusion proteins, antigenic peptides and methods for the improvement of production of a desired compound from C. glutamicum based on genetic engineering of HA genes in this organism.";"C12Q 1/689 (2013.01)
C07K 14/34 (2013.01)
C12N 9/00 (2013.01)
C12N 9/18 (2013.01)
C12P 13/04 (2013.01)";0;5;0,629032258064516;0,887676848954755;4,95300495300743;15,957455545173
"US 2005191732 A1 20050901";"DE";"Isolated nucleic acid molecules, designated HA nucleic acid molecules, which encode novel HA proteins from Corynebacterium glutamicum are described. The invention also provides antisense nucleic acid molecules, recombinant expression vectors containing HA nucleic acid molecules, and host cells into which the expression vectors have been introduced. The invention still further provides isolated HA proteins, mutated HA proteins, fusion proteins, antigenic peptides and methods for the improvement of production of a desired compound from C. glutamicum based on genetic engineering of HA genes in this organism.";"C12N 9/00 (2013.01)
C07K 14/34 (2013.01)
C12P 1/04 (2013.01)
C12P 13/04 (2013.01)";0;5;0,629032258064516;0,887676848954755;4,95300495300743;15,957455545173
"US 7053146 B2 20060530";"DE";"The invention relates to compositions comprising copolymers based on acryloyldimethyltaurine and also synergistic additives selected from anionic, cationic, nonionic, and betaine surfactants. The compositions exhibit a pronounced thermoassociative behavior and are outstandingly suitable as thickeners. The copolymers of the present invention are useful in formulating cosmetics, pharmaceuticals, and oil field chemicals.";"A61K 8/895 (2013.01)
A61K 8/8158 (2013.01)
A61K 8/8182 (2013.01)
A61K 8/86 (2013.01)
A61K 8/894 (2013.01)
A61K 8/91 (2013.01)
A61Q 19/00 (2013.01)
C08F 220/36 (2013.01)
C08F 220/58 (2013.01)
C08F 230/08 (2013.01)
C08F 265/00 (2013.01)
C08F 265/04 (2013.01)
C08F 265/10 (2013.01)
C08F 271/02 (2013.01)
C08F 290/06 (2013.01)
C08F 291/00 (2013.01)
C08L 51/003 (2013.01)";1;7;0,911764705882353;0,973804913171472;5,31645613941777;58,4643573456058
"US 2007202031 A1 20070830";"DE";"The invention concerns a device to produce ammonia as a reducing agent for the selective catalytic reduction (SCR) of nitrogen oxides in the exhaust gas of a combustion source, especially of an internal combustion engine, whereby the ammonia is admixed with the exhaust gas in the direction of flow in front of a SCR-catalytic converter. In so doing, provision is made for a nitrogen oxide production unit separated from the combustion source and its exhaust gas duct and a hydrogen production unit separated from the combustion source and its exhaust gas duct; and nitrogen oxide of the nitrogen oxide production unit and the hydrogen of the hydrogen production unit are delivered at least to a storage catalytic converter or a nitrogen oxide storage and a subsequently connected catalytic converter for the storage of the nitrogen oxide and for the formation of ammonia. The invention concerns additionally a procedure for the production of ammonia as a reducing agent for the selective catalytic reduction (SCR) of nitrogen oxides in the exhaust gas of a combustion source, especially of an internal combustion engine, whereby the ammonia is admixed with the exhaust gas in the direction of flow in front of a SCR-catalytic converter. In so doing, nitrogen oxide is produced in a nitrogen oxide production unit separate from the combustion source an its exhaust gas duct and is stored in at least one storage catalytic converter or a nitrogen oxide storage and a subsequently connected catalytic converter. Furthermore, hydrogen and/or a hydrogen-carbon monoxide-mixture is produced in a hydrogen production unit separated from the combustion source and its exhaust gas duct and delivered to a storage catalytic converter. Hydrogen and the stored nitrogen oxide are converted catalytically to ammonia in the storage catalytic converter or in the catalytic converter. Device and procedure allow for a self-sufficient production of ammonia outside of the exhaust gas tract of the combustion source and without an intervention into the operating parameters of the combustion source, whereby operating resources normally transported exclusively in a motor vehicle are used.";"B01D 53/9409 (2013.01)
B01D 53/9481 (2013.01)
F01N 3/2066 (2013.01)
F01N 3/2073 (2013.01)";0;9;0,319587628865979;0,783455867721946;4,45134058342998;10,5650599065532
"US 2007059809 A1 20070315";"DE";"Isolated nucleic acid molecules, designated MR nucleic acid molecules, which encode novel MR proteins from Corynebacterium glutamicum are described. The invention also provides antisense nucleic acid molecules, recombinant expression vectors containing MR nucleic acid molecules, and host cells into which the expression vectors have been introduced. The invention still further provides isolated MR proteins, mutated MR proteins, fusion proteins, antigenic peptides and methods for the improvement of production of a desired compound from C. glutamicum based on genetic engineering of MR genes in this organism.";"C12P 7/6472 (2013.01)
C07K 14/34 (2013.01)
C12N 9/00 (2013.01)
C12N 9/18 (2013.01)
C12N 9/90 (2013.01)
C12P 7/6409 (2013.01)
C12P 7/6427 (2013.01)
C12P 7/6463 (2013.01)
C12P 13/04 (2013.01)
C12P 17/10 (2013.01)";0;5;0,629032258064516;0,887676848954755;4,95300495300743;15,957455545173
"US 2007015252 A1 20070118";"DE";"Isolated nucleic acid molecules, designated MR nucleic acid molecules, which encode novel MR proteins from Corynebacterium glutamicum are described. The invention also provides antisense nucleic acid molecules, recombinant expression vectors containing MR nucleic acid molecules, and host cells into which the expression vectors have been introduced. The invention still further provides isolated MR proteins, mutated MR proteins, fusion proteins, antigenic peptides and methods for the improvement of production of a desired compound from C. glutamicum based on genetic engineering of MR genes in this organism.";"C12P 7/6472 (2013.01)
C07K 14/34 (2013.01)
C12N 9/00 (2013.01)
C12N 9/18 (2013.01)
C12N 9/90 (2013.01)
C12P 7/6409 (2013.01)
C12P 7/6427 (2013.01)
C12P 7/6463 (2013.01)
C12P 13/04 (2013.01)
C12P 17/10 (2013.01)";0;5;0,629032258064516;0,887676848954755;4,95300495300743;15,957455545173
"US 2005153402 A1 20050714";"DE";"Isolated nucleic acid molecules, designated MR nucleic acid molecules, which encode novel MR proteins from Corynebacterium glutamicum are described. The invention also provides antisense nucleic acid molecules, recombinant expression vectors containing MR nucleic acid molecules, and host cells into which the expression vectors have been introduced. The invention still further provides isolated MR proteins, mutated MR proteins, fusion proteins, antigenic peptides and methods for the improvement of production of a desired compound from C. glutamicum based on genetic engineering of MR genes in this organism.";"C12P 7/6472 (2013.01)
C07K 14/34 (2013.01)
C12N 9/00 (2013.01)
C12N 9/18 (2013.01)
C12N 9/90 (2013.01)
C12P 7/6409 (2013.01)
C12P 7/6427 (2013.01)
C12P 7/6463 (2013.01)
C12P 13/04 (2013.01)
C12P 17/10 (2013.01)";0;5;0,629032258064516;0,887676848954755;4,95300495300743;15,957455545173
"US 2007125601 A1 20070607";"DE";"A light scaffolding plate having various lengths and widths so as to fit with known scaffold systems is molded as a sandwich panel from a thermoplastic or duroplastic or a mixture of the two and is provided with a reinforcement. The upper and lower cover layers of the scaffolding plate is made of reinforced or unreinforced plastic material. Perforated sheet metal plates are embedded in the cover layers.";"B29C 43/203 (2013.01)
B29C 70/885 (2013.01)
B32B 3/266 (2013.01)
B32B 27/06 (2013.01)
E04G 1/153 (2013.01)
F24J 2/0444 (2013.01)
F24J 2/045 (2013.01)";0;1;0,810810810810811;0,941920437945239;4,93196961916072;27,0009219867807
"US 2006099340 A1 20060511";"DE";"An apparatus and a method for the coating of hollow bodies, in particular for the internal coating of plastic drinks bottles by means of a PICVD is provided. The method ensures a flexible process sequence, a high throughput, an improved supply of fluid and a high-quality coating. The rotary apparatus includes a treatment device with double reactors for receiving in each case at least one workpiece, a fluid supply apparatus and at least one fluid control device, which can be used to control the supply of fluid to the treatment device. It is preferable for the vacuum pumps to be arranged on the rotor such that they rotate therewith.";"C23C 16/54 (2013.01)
B08B 7/00 (2013.01)
B29C 49/421 (2013.01)
B65D 23/02 (2013.01)
C08J 9/0004 (2013.01)
C23C 16/029 (2013.01)
C23C 16/045 (2013.01)
C23C 16/402 (2013.01)
H01J 37/32733 (2013.01)";0;5;0,733333333333333;0,924247966044286;5,68037557443754;23,4733136198454
"US 7156019 B2 20070102";"DE";"A rotary roller printing press has a printing unit for printing a web in six printed pages arranged axially next to each other. A superstructure is used to cut the web longitudinally into three partial webs. A folding installation is used to fold the partial webs and includes at least one roller for transporting the partial webs, and at least one folding apparatus. The printing unit, the at least one roller for transporting the partial webs of the folding installation, and the folding apparatus, which is arranged after in the direction of web travel, the other devices, are each separately mechanically driven by a separate drive motor.";"B41F 13/08 (2013.01)
B41F 7/025 (2013.01)
B41F 7/10 (2013.01)
B41F 13/0045 (2013.01)
B41F 13/008 (2013.01)
B41F 13/06 (2013.01)
B41F 13/10 (2013.01)
B41F 13/193 (2013.01)
B41F 13/54 (2013.01)
B41F 13/56 (2013.01)
B41F 13/58 (2013.01)
B41F 27/12 (2013.01)
B41F 27/1206 (2013.01)
B41F 27/1262 (2013.01)
B65H 45/225 (2013.01)";1;5;0,516129032258065;0,83974389478521;4,0640040640061;11,1845454318007
"US 7296516 B2 20071120";"DE";"A rotary roller printing press has a printing unit for printing a web in six printed pages arranged axially next to each other. A superstructure is used to cut the web longitudinally into three partial webs. A folding installation is used to fold the partial webs and includes at least one roller for transporting the partial webs, and at least one folding apparatus. The printing unit, the at least one roller for transporting the partial webs of the folding installation, and the folding apparatus, which is arranged after in the direction of web travel, the other devices, are each separately mechanically driven by a separate drive motor.";"B41F 13/08 (2013.01)
B41F 7/025 (2013.01)
B41F 7/10 (2013.01)
B41F 13/0045 (2013.01)
B41F 13/008 (2013.01)
B41F 13/06 (2013.01)
B41F 13/10 (2013.01)
B41F 13/193 (2013.01)
B41F 13/54 (2013.01)
B41F 13/56 (2013.01)
B41F 13/58 (2013.01)
B41F 27/12 (2013.01)
B41F 27/1206 (2013.01)
B41F 27/1262 (2013.01)
B65H 45/225 (2013.01)";1;5;0,516129032258065;0,83974389478521;4,0640040640061;11,1845454318007
"US 7159512 B2 20070109";"DE";"The invention relates to a printing unit, comprising at least two pairs of two cylinders each, namely a transfer cylinder and an associated forming cylinder, whereby the transfer and forming cylinders are each embodied with a width sufficient for printing six newspaper pages, arranged axially next to each other and the transfer cylinder co-operates with a printing cylinder embodied as a satellite cylinder to form a printing head in a print-in-place arrangement.";"B41F 13/08 (2013.01)
B41F 7/025 (2013.01)
B41F 7/10 (2013.01)
B41F 13/0045 (2013.01)
B41F 13/008 (2013.01)
B41F 13/06 (2013.01)
B41F 13/10 (2013.01)
B41F 13/193 (2013.01)
B41F 13/54 (2013.01)
B41F 13/56 (2013.01)
B41F 13/58 (2013.01)
B41F 27/12 (2013.01)
B41F 27/1206 (2013.01)
B41F 27/1262 (2013.01)
B65H 45/225 (2013.01)";1;3;0,627906976744186;0,876272669527072;4,11746139898033;13,2021635748214
"US 2007119154 A1 20070531";"DE";"The invention concerns a procedure to heat a reducing agent generation system of an exhaust gas aftertreatment system of an internal combustion engine by combustion of fuel, whereby the reducing agent is produced for the selective catalytic reduction of nitrogen oxides in the exhaust gas of the internal combustion engine in the intermittently operated reducing agent generation system, whereby the reducing agent generation system consists of a plasma burner, a mixing chamber located downstream or upstream from the plasma chamber, an oxidation reformation unit as well as a nitrogen oxide storage/ammonia production unit and whereby nitrogen oxide is produced in a plasma in the plasma burner. The invention concerns additionally a corresponding device. The task of the invention concerning the procedure is thereby solved, in that the combustion of the fuel is ignited by the plasma. For this reason, the heating of the catalytic components required at the start of the reducing agent generation system results through the combustion of fuel by means of a burner functionality, which consists of a fuel metering mechanism and the existing plasma burner. A special heating burner as an auxiliary mechanism can be omitted.";"B01D 53/9431 (2013.01)
B01D 53/90 (2013.01)
F01N 3/206 (2013.01)
F01N 3/2066 (2013.01)";0;4;0,517543859649123;0,860930446292416;5,52585628833199;14,7904756756568
"US 2007175207 A1 20070802";"DE";"The invention concerns a procedure to control a reducing agent generation system of an internal combustion engine, in which the reagent substance is generated in the form of pulses by the reducing agent generation system and is delivered to an exhaust gas duct of the internal combustion engine in front of a SCR-catalytic converter for the selective reduction of the nitrogen oxides contained in the exhaust gas, with a catalytic converter model, in which the reagent substance fill level of the SCR-catalytic converter is modeled and with a closed-loop feedback control system, in which the modeled reagent substance fill level is compared with a storage set point. In so doing, an integrated reagent substance demand is formed by means of a chronological integral concerning the necessary metering of the reagent substance and an integrated reagent substance signal is formed by means of a chronological integral concerning the metered amount of the reagent substance, and a reagent substance demand signal is generated, which at least releases a reagent substance pulse, if the difference between the integrated reagent substance demand and the integrated reagent substance signal exceed a specified threshold value. According to an alternative form of embodiment of the invention, a reagent substance demand signal is generated, which at least releases a reagent substance pulse, if the difference between the storage set point and the reagent substance fill level exceed a specified threshold value. The invention additionally concerns a device to implement the procedure. Procedure and device make it possible to control the reagent substance fill level of an SCR-catalytic converter in a simple manner using a closed-loop feedback system, if the reagent substance is intermittently supplied.";"F01N 3/208 (2013.01)
B01D 53/90 (2013.01)
B01D 53/9409 (2013.01)
B01D 53/9495 (2013.01)";0;3;0,398773006134969;0,819511578960917;5,09119292492172;12,2566732628512
"US 2007110653 A1 20070517";"DE";"The invention concerns a process for reducing agent control in an exhaust gas aftertreatment system of a combustion engine with an exhaust gas pipe in which in the direction of flow of the exhaust gas there is an SCR catalyzer, whereby a reducing agent generating system has an NOx and CO/H2 generating unit, an oxidation catalyzer, and a combined NOx storage/ammonia generating unit in the standard gas path of the reducing agent generating system, and ammonia is introduced as a reducing agent for the reduction of nitric oxides before the SCR catalyzer of the reducing agent generating system, whereby precursor materials for generation of ammonia are directed at least temporarily to the NOx and CO/H2 generating unit through a fuel feed and an air feed, whereby a CO/H2 reducing agent stream is temporally modulated during a rich phase with lambdax storage/ammonia generating unit, whereby a CO/H2 concentration is primarily held constant at a high level (>30%). It can thereby be achieved that the secondary emissions from the reducing agent generating system can be lowered. Furthermore, even at high ammonia yields, the overdosing of H2/CO and thus ultimately the added fuel consumption can be limited.";"B01D 53/9409 (2013.01)
B01D 53/9495 (2013.01)
F01N 3/2073 (2013.01)
F01N 3/208 (2013.01)";0;1;0,52755905511811;0,867987248292853;5,94528861308796;15,9363674626143
"US 2007144150 A1 20070628";"DE";"The invention relates to a procedure for controlling the reducing agent in an exhaust gas post-processing system of a combustion machine with an exhaust gas duct, in which an SCR catalytic converter is provided in the direction of flow of the exhaust, wherein a reducing agent generation system has an NOx and CO/H2 generation unit,, an oxidation catalytic converter and a combined NOx storage / ammonia generation unit in the standard gas route of the reducing agent generation system, and, in order to reduce nitrogen oxide, ammonia is added as a reducing agent in front of the SCR catalytic converter by the reducing agent generation system, wherein source materials for the generation of ammonia are at least intermittently added to the NOx and CO/H2 generation unit via a fuel supply line and via an air supply line, wherein during the fat phase the air/fuel composition is changed in front of the oxidation catalytic converter in the form of a lambda modulation for a lambda value. It can thus be achieved that, in pulse mode, a high H2/CO yield can be achieved with a simultaneously low HC slip and the higher HC penetrations associated with the natural aging of the catalytic converter and the decreasing H2/CO yields are compensated. Influences resulting from the reactor geometry of the oxidation catalytic converter can be influences or compensated with the procedure in terms of its drive-away characteristic.";"F01N 3/206 (2013.01)
F01N 3/2066 (2013.01)
F01N 3/2073 (2013.01)
F01N 13/009 (2014.06)";0;7;0,538461538461538;0,875265245131439;6,4390634770546;17,2793544167882
"US 2007125077 A1 20070607";"DE";"The invention concerns a device for the aftertreatment of exahaust gas of an internal combustion engine of a motor vehicle with a reducing agent generating system, whereby ammonia generated from the reducing agent generating system for the reduction of nitrogen oxides can be delivered to an exhaust gas duct of the internal combustion engine in front of a SCR-catalytic converter, whereby the reducing agent generating system along a standard gas route is constructed from a nitrogen oxide production unit, an oxidation reformation unit and a combined nitrogen oxide storage/ammonia production unit and whereby source materials for the production of ammonia can at least periodically be delivered to the nitrogen oxide production unit by way of an air/exhaust gas feed and a fuel feed. If the reducing agent generating system has a valve system, with which at least a part of a gas mixture carried in a standard gas route can be delivered to a heating gas route with a heat exchanger, the hot gas mixture from the nitrogen oxide production unit and the subsequently connected oxidation reformation unit can on the one hand successfully be cooled down to a temperature, at which the nitrogen oxide storage/ammonia production unit works optimally. On the other hand, the energy of the waste heat can be used, for example, to heat the interior of the motor vehicle or the coolant circuit of the internal combustion engine.";"F01N 3/0807 (2013.01)
F01N 3/206 (2013.01)";0;2;0,468531468531469;0,847234385246262;5,60282146704751;14,1087772987365
"US 2007108039 A1 20070517";"DE";"The invention concerns a device for the production of ammonia for the selective catalytic reduction of nitrogen oxides in the exhaust of an internal combustion engine with an air supply. If the air supply includes a power supply, which is independent of the power of the internal combustion engine, and which powers a compression stage for air supply, the result would be an efficient production of reduction agents even under varying operating conditions of the internal combustion engine and the addition of the reduction agent in proper amounts to the exhaust to be cleaned.";"F01N 3/32 (2013.01)
F01N 3/2073 (2013.01)";0;4;0,64;0,88591910067779;4,5254833995939;14,8926771653285
